-- phpMyAdmin SQL Dump
-- version 2.11.7
-- http://www.phpmyadmin.net
--
-- Host: localhost
-- Generation Time: Jul 10, 2008 at 12:20 PM
-- Server version: 5.0.58
-- PHP Version: 5.2.6

SET SQL_MODE="NO_AUTO_VALUE_ON_ZERO";

--
-- Database: `bender1`
--

-- --------------------------------------------------------

--
-- Table structure for table `tbl`
--

CREATE TABLE IF NOT EXISTS `tbl` (
  `id` int(11) NOT NULL auto_increment,
  `ti` int(11) NOT NULL,
  `os` tinyint(4) NOT NULL,
  `br` tinyint(4) NOT NULL,
  `cn` smallint(6) NOT NULL,
  `ip` int(11) NOT NULL,
  `ok` tinyint(4) NOT NULL,
  `sp` tinyint(4) NOT NULL default '0',
  `ma` tinyint(4) NOT NULL default '0',
  `mi` tinyint(4) NOT NULL default '0',
  UNIQUE KEY `ip` (`ip`),
  KEY `id` (`id`)
) ENGINE=MyISAM  DEFAULT CHARSET=latin1 AUTO_INCREMENT=15754 ;

--
-- Dumping data for table `tbl`
--

INSERT INTO `tbl` (`id`, `ti`, `os`, `br`, `cn`, `ip`, `ok`, `sp`, `ma`, `mi`) VALUES
(350, 1215486235, 2, 2, 185, 1546822411, 0, 0, 6, 0),
(351, 1215486239, 3, 2, 100, -879136442, 0, 0, 6, 0),
(352, 1215486272, 3, 2, 132, 1314184119, 0, 0, 6, 0),
(353, 1215486275, 2, 2, 67, 1396462962, 1, 3, 7, 0),
(354, 1215486278, 2, 2, 67, 1305558468, 1, 7, 7, 0),
(355, 1215486279, 3, 2, 103, 1001578228, 1, 2, 6, 0),
(356, 1215486286, 2, 2, 0, 167838313, 0, 0, 7, 0),
(357, 1215486291, 2, 2, 185, 1318825300, 0, 0, 7, 0),
(358, 1215486292, 2, 1, 222, 1546769301, 0, 0, 9, 50),
(359, 1215486300, 3, 2, 67, 1414429338, 1, 9, 6, 0),
(360, 1215486311, 3, 2, 94, -615657313, 1, 2, 6, 0),
(361, 1215486318, 2, 2, 67, 1477525695, 0, 0, 7, 0),
(362, 1215486323, 3, 2, 185, 1437459491, 0, 0, 6, 0),
(363, 1215486337, 2, 3, 185, -715829950, 0, 0, 2, 15),
(364, 1215486338, 3, 2, 67, 1371067097, 0, 0, 7, 0),
(365, 1215486346, 2, 2, 67, 1417644070, 0, 0, 7, 0),
(366, 1215486346, 2, 2, 185, 1494384781, 0, 0, 7, 0),
(367, 1215486349, 2, 3, 99, 1490150897, 0, 0, 2, 15),
(368, 1215486355, 5, 2, 99, 1409499181, 0, 0, 7, 0),
(369, 1215486358, 3, 2, 103, 2057410088, 0, 0, 6, 0),
(370, 1215486362, 3, 2, 67, -1046947058, 0, 0, 6, 0),
(371, 1215486363, 3, 2, 67, 1372277746, 0, 0, 6, 0),
(372, 1215486374, 3, 2, 185, 1358655529, 0, 0, 6, 0),
(373, 1215486377, 2, 1, 185, 1422678987, 0, 0, 9, 2),
(374, 1215486379, 3, 2, 130, 1312679214, 1, 3, 7, 0),
(375, 1215486387, 3, 2, 108, 1372594136, 0, 0, 6, 0),
(376, 1215486392, 3, 2, 94, 2096403981, 0, 0, 6, 0),
(377, 1215486402, 2, 2, 108, -1760198545, 0, 0, 7, 0),
(378, 1215486412, 3, 2, 67, 1361102284, 0, 0, 6, 0),
(379, 1215486418, 3, 2, 61, 702353509, 0, 0, 6, 0),
(380, 1215486426, 2, 3, 100, -895609586, 0, 0, 1, 12),
(381, 1215486435, 3, 2, 56, -639147317, 0, 0, 6, 0),
(382, 1215486446, 2, 2, 108, 1378968011, 0, 0, 7, 0),
(383, 1215486455, 2, 2, 108, 1460141658, 0, 0, 7, 0),
(384, 1215486466, 3, 2, 222, -1019549967, 0, 0, 6, 0),
(385, 1215486474, 1, 3, 0, -1407858360, 0, 0, 2, 3),
(386, 1215486477, 3, 2, 179, 1415188187, 0, 0, 6, 0),
(387, 1215486494, 3, 2, 185, 1399235954, 1, 2, 6, 0),
(388, 1215486496, 2, 2, 152, -913319313, 0, 0, 7, 0),
(389, 1215486496, 2, 2, 210, -902199035, 0, 0, 7, 0),
(390, 1215486498, 3, 2, 48, -899037381, 0, 0, 6, 0),
(391, 1215486505, 3, 2, 0, -1062705955, 0, 0, 6, 0),
(392, 1215486510, 3, 2, 94, -578909119, 1, 6, 6, 0),
(393, 1215486522, 2, 2, 225, 1123636290, 1, 3, 6, 0),
(394, 1215486538, 2, 2, 99, 1501887670, 0, 0, 7, 0),
(395, 1215486539, 2, 2, 108, 1326521297, 0, 0, 7, 0),
(396, 1215486564, 1, 2, 174, -1017194285, 0, 0, 6, 0),
(397, 1215486566, 3, 2, 67, 1361902045, 0, 0, 6, 0),
(398, 1215486581, 2, 1, 185, 1385079525, 0, 0, 9, 51),
(399, 1215486583, 1, 2, 67, 1477882123, 0, 0, 6, 0),
(400, 1215486594, 3, 2, 15, 1371372265, 0, 0, 6, 0),
(401, 1215486601, 5, 2, 0, -1062731772, 0, 0, 5, 1),
(402, 1215486605, 3, 2, 103, 1975943831, 1, 2, 6, 0),
(403, 1215486609, 2, 1, 185, 1403479194, 0, 0, 9, 50),
(404, 1215486618, 3, 2, 108, -1760217280, 0, 0, 6, 0),
(405, 1215486628, 1, 2, 48, 1034929269, 0, 0, 6, 0),
(406, 1215486637, 3, 2, 210, 1999259505, 0, 0, 6, 0),
(407, 1215486641, 5, 3, 185, 1360220046, 0, 0, 1, 9),
(408, 1215486649, 2, 3, 210, -900001076, 0, 0, 2, 12),
(409, 1215486650, 3, 2, 99, 1406673801, 0, 0, 6, 0),
(410, 1215486670, 2, 2, 21, 999843020, 0, 0, 6, 0),
(411, 1215486673, 3, 2, 134, -1005788817, 0, 0, 6, 0),
(412, 1215486680, 2, 1, 185, 1359827458, 0, 0, 9, 10),
(413, 1215486703, 4, 2, 225, 1094151458, 0, 0, 7, 0),
(414, 1215486709, 3, 2, 103, 996052618, 1, 2, 6, 0),
(415, 1215486713, 3, 2, 152, -935818576, 0, 0, 7, 0),
(416, 1215486716, 3, 2, 103, 2057546469, 1, 2, 6, 0),
(417, 1215486727, 3, 2, 222, -1037297510, 0, 0, 6, 0),
(418, 1215486743, 2, 2, 67, -714966946, 0, 0, 7, 0),
(419, 1215486746, 3, 2, 103, 2057407090, 0, 0, 6, 0),
(420, 1215486756, 2, 1, 36, -709302739, 0, 0, 9, 10),
(421, 1215486758, 3, 2, 185, 1055328418, 0, 0, 6, 0),
(422, 1215486781, 3, 2, 185, 1385080926, 1, 2, 6, 0),
(423, 1215486785, 5, 3, 0, -1062731504, 0, 0, 2, 6),
(424, 1215486788, 2, 2, 185, 1296600250, 0, 0, 7, 0),
(425, 1215486797, 3, 2, 67, 1477688015, 0, 0, 6, 0),
(426, 1215486800, 3, 2, 67, 1371055495, 0, 0, 6, 0),
(427, 1215486805, 3, 2, 185, 1047886858, 1, 2, 6, 0),
(428, 1215486808, 2, 2, 94, -621123116, 0, 0, 6, 0),
(429, 1215486822, 2, 1, 79, 1508377699, 0, 0, 9, 25),
(430, 1215486833, 1, 3, 103, 2088628770, 0, 0, 2, 7),
(431, 1215486833, 2, 2, 67, -718973461, 0, 0, 7, 0),
(432, 1215486839, 1, 3, 185, -649449726, 0, 0, 2, 15),
(433, 1215486840, 2, 2, 108, 1460838808, 0, 0, 7, 0),
(434, 1215486850, 3, 2, 134, 704194462, 1, 2, 6, 0),
(435, 1215486859, 5, 2, 99, 1409363995, 0, 0, 7, 0),
(436, 1215486874, 3, 2, 99, 1358706972, 0, 0, 6, 0),
(437, 1215486882, 2, 2, 56, 1509280347, 0, 0, 7, 0),
(438, 1215486890, 2, 3, 185, -735294492, 0, 0, 1, 7),
(439, 1215486893, 1, 2, 0, -1062729173, 1, 2, 6, 0),
(440, 1215486908, 2, 1, 185, 1489600621, 0, 0, 9, 51),
(441, 1215486911, 2, 1, 222, 1389322391, 0, 0, 9, 27),
(442, 1215486922, 5, 2, 0, -1062731766, 0, 0, 7, 0),
(443, 1215486930, 3, 2, 134, 1371547240, 0, 0, 6, 0),
(444, 1215486936, 3, 2, 103, 2057321749, 1, 2, 6, 0),
(445, 1215486978, 2, 2, 67, -1046880396, 0, 0, 7, 0),
(446, 1215486980, 2, 2, 185, 1425986983, 0, 0, 6, 0),
(447, 1215486992, 2, 3, 185, 1500631101, 0, 0, 2, 15),
(448, 1215486995, 2, 2, 77, 1453249084, 0, 0, 7, 0),
(449, 1215487021, 3, 2, 225, 1093733914, 0, 0, 6, 0),
(450, 1215487029, 3, 2, 185, 1385656394, 1, 2, 6, 0),
(451, 1215487035, 3, 2, 0, 167772283, 1, 2, 6, 0),
(452, 1215487053, 3, 2, 185, 1298947938, 1, 2, 6, 0),
(453, 1215487057, 2, 3, 222, -1013617630, 0, 0, 2, 14),
(454, 1215487069, 2, 2, 103, -895206925, 0, 0, 6, 0),
(455, 1215487071, 2, 2, 67, 1394941684, 0, 0, 7, 0),
(456, 1215487075, 2, 2, 49, -1102834783, 0, 0, 7, 0),
(457, 1215487103, 3, 2, 210, 2088279793, 0, 0, 6, 0),
(458, 1215487110, 3, 2, 2, 960644548, 0, 0, 6, 0),
(459, 1215487116, 3, 2, 61, 702353659, 0, 0, 6, 0),
(460, 1215487127, 2, 2, 103, -888297471, 0, 0, 7, 0),
(461, 1215487132, 1, 2, 0, -1408236975, 0, 0, 6, 0),
(462, 1215487134, 3, 2, 48, 2099788070, 0, 0, 6, 0),
(463, 1215487141, 2, 2, 69, 1536829102, 0, 0, 7, 0),
(464, 1215487148, 2, 2, 210, 2098757170, 0, 0, 7, 0),
(465, 1215487162, 2, 4, 103, 2057454396, 0, 0, 0, 0),
(466, 1215487162, 3, 2, 134, 704213324, 1, 2, 6, 0),
(467, 1215487164, 2, 2, 99, -706822571, 0, 0, 7, 0),
(468, 1215487223, 2, 3, 99, 1449506069, 0, 0, 2, 14),
(469, 1215487233, 3, 2, 136, 1054692451, 0, 0, 6, 0),
(470, 1215487252, 2, 2, 210, 2098837876, 0, 0, 7, 0),
(471, 1215487256, 3, 2, 162, 1356114163, 1, 3, 6, 0),
(472, 1215487259, 3, 2, 67, 1477031762, 0, 0, 6, 0),
(473, 1215487285, 3, 2, 56, 1464778813, 0, 0, 6, 0),
(474, 1215487285, 2, 1, 185, -709790716, 0, 0, 9, 24),
(475, 1215487298, 2, 2, 152, -911858330, 0, 0, 7, 0),
(476, 1215487301, 1, 2, 56, 1531027024, 0, 0, 6, 0),
(477, 1215487311, 2, 2, 0, -1407972650, 1, 2, 6, 0),
(478, 1215487311, 3, 2, 67, 1474046289, 0, 0, 6, 0),
(479, 1215487317, 3, 2, 0, -1062729353, 0, 0, 6, 0),
(480, 1215487317, 2, 2, 184, 1380826851, 0, 0, 7, 0),
(481, 1215487319, 2, 2, 56, 1418067351, 0, 0, 7, 0),
(482, 1215487324, 3, 2, 153, 1986268124, 0, 0, 6, 0),
(483, 1215487329, 2, 2, 222, -1038234367, 0, 0, 7, 0),
(484, 1215487330, 2, 3, 132, 1357493761, 0, 0, 2, 15),
(485, 1215487342, 3, 2, 185, -643284842, 1, 4, 6, 0),
(486, 1215487371, 2, 2, 108, -641263517, 0, 0, 7, 0),
(487, 1215487380, 3, 2, 0, -731234927, 0, 0, 6, 0),
(488, 1215487385, 2, 3, 185, -1037405973, 0, 0, 2, 15),
(489, 1215487397, 3, 2, 239, 1536155050, 0, 0, 6, 0),
(490, 1215487402, 1, 3, 222, 1550962668, 0, 0, 2, 15),
(491, 1215487407, 2, 2, 103, 2057325297, 1, 2, 6, 0),
(492, 1215487413, 3, 2, 225, -1443101675, 0, 0, 6, 0),
(493, 1215487415, 3, 2, 67, 1477367790, 0, 0, 6, 0),
(494, 1215487417, 2, 1, 185, 1346393052, 0, 0, 9, 21),
(495, 1215487422, 5, 2, 103, 996098645, 0, 0, 6, 0),
(496, 1215487430, 2, 2, 108, 1427401868, 0, 0, 7, 0),
(497, 1215487443, 3, 2, 185, 1481790942, 1, 2, 6, 0),
(498, 1215487445, 2, 2, 67, 1394764683, 1, 2, 6, 0),
(499, 1215487450, 3, 2, 8, -652675314, 1, 9, 6, 0),
(500, 1215487468, 2, 4, 74, 1380181510, 0, 0, 0, 0),
(501, 1215487469, 3, 2, 99, -736575594, 0, 0, 6, 0),
(502, 1215487479, 3, 2, 67, 1476889825, 0, 0, 6, 0),
(503, 1215487493, 3, 2, 222, 1539509382, 1, 2, 6, 0),
(504, 1215487507, 3, 2, 77, 1378664769, 0, 0, 6, 0),
(505, 1215487512, 2, 2, 108, 1354174221, 0, 0, 7, 0),
(506, 1215487519, 2, 2, 67, 1414519002, 0, 0, 7, 0),
(507, 1215487533, 2, 2, 225, 1164813156, 1, 2, 6, 0),
(508, 1215487543, 5, 2, 77, 1346499245, 0, 0, 7, 0),
(509, 1215487548, 1, 2, 185, 1539493510, 1, 2, 5, 1),
(510, 1215487556, 2, 2, 194, 1502555985, 0, 0, 7, 0),
(511, 1215487573, 5, 2, 161, 1387326783, 0, 0, 7, 0),
(512, 1215487578, 2, 2, 56, 1339052639, 0, 0, 7, 0),
(513, 1215487578, 2, 2, 16, -588369162, 0, 0, 7, 0),
(514, 1215487580, 2, 2, 161, 1416104308, 0, 0, 7, 0),
(515, 1215487588, 2, 2, 161, 1414838574, 0, 0, 7, 0),
(516, 1215487591, 2, 2, 67, 1396087634, 0, 0, 7, 0),
(517, 1215487598, 2, 2, 67, 1042947178, 0, 0, 7, 0),
(518, 1215487616, 2, 1, 0, 181339168, 0, 0, 9, 20),
(519, 1215487617, 2, 2, 67, 1477944953, 0, 0, 7, 0),
(520, 1215487623, 2, 2, 67, -1046938828, 0, 0, 7, 0),
(521, 1215487631, 3, 2, 222, 1550942829, 0, 0, 7, 0),
(522, 1215487632, 2, 2, 225, 1109115903, 0, 0, 7, 0),
(523, 1215487638, 3, 2, 134, 1371540114, 0, 0, 6, 0),
(524, 1215487643, 5, 2, 103, -589142939, 0, 0, 7, 0),
(525, 1215487645, 3, 2, 56, 1420381557, 0, 0, 6, 0),
(526, 1215487653, 2, 2, 134, 704252192, 0, 0, 6, 0),
(527, 1215487654, 2, 2, 67, 1417587963, 0, 0, 7, 0),
(528, 1215487666, 3, 2, 134, -993114784, 0, 0, 6, 0),
(529, 1215487668, 2, 3, 222, 1550868373, 0, 0, 2, 15),
(530, 1215487671, 2, 2, 56, 1469201474, 0, 0, 7, 0),
(531, 1215487682, 5, 2, 185, 1506794462, 0, 0, 7, 0),
(532, 1215487686, 5, 3, 185, 1481790241, 0, 0, 2, 6),
(533, 1215487693, 2, 2, 15, 1350232290, 0, 0, 7, 0),
(534, 1215487699, 5, 2, 185, 1432238804, 0, 0, 6, 0),
(535, 1215487701, 2, 2, 67, 1477550622, 0, 0, 7, 0),
(536, 1215487708, 3, 2, 222, 1534869382, 1, 2, 6, 0),
(537, 1215487753, 2, 2, 222, 1550878200, 0, 0, 7, 0),
(538, 1215487754, 2, 2, 67, 1414367833, 0, 0, 7, 0),
(539, 1215487759, 2, 3, 185, -1014772866, 0, 0, 2, 15),
(540, 1215487759, 2, 2, 111, -1773775698, 0, 0, 6, 0),
(541, 1215487759, 2, 2, 67, 1361060925, 1, 2, 6, 0),
(542, 1215487760, 2, 2, 185, 1531840191, 0, 0, 7, 0),
(543, 1215487760, 2, 2, 15, 1410643333, 0, 0, 7, 0),
(544, 1215487772, 2, 2, 67, 1395336128, 1, 3, 7, 0),
(545, 1215487775, 1, 2, 74, 1350019543, 0, 0, 6, 0),
(546, 1215487782, 1, 2, 108, 1499529347, 0, 0, 6, 0),
(547, 1215487803, 3, 2, 0, 1570521932, 0, 0, 6, 0),
(548, 1215487804, 3, 2, 0, -1062731383, 1, 2, 6, 0),
(549, 1215487810, 2, 4, 185, 1388853182, 0, 0, 0, 0),
(550, 1215487815, 3, 2, 56, 1471737944, 0, 0, 6, 0),
(551, 1215487829, 2, 2, 225, 1172320897, 1, 2, 6, 0),
(552, 1215487830, 2, 2, 161, 1398197655, 1, 2, 6, 0),
(553, 1215487833, 2, 2, 67, 1477097575, 0, 0, 7, 0),
(554, 1215487836, 4, 2, 103, 2057498052, 0, 0, 6, 0),
(555, 1215487841, 2, 1, 0, -1062667642, 0, 0, 9, 26),
(556, 1215487843, 3, 2, 185, 1568408631, 1, 2, 6, 0),
(557, 1215487845, 3, 2, 56, 1438113279, 0, 0, 6, 0),
(558, 1215487846, 3, 2, 18, 1360093137, 1, 5, 6, 0),
(559, 1215487846, 5, 2, 48, 987427851, 0, 0, 7, 0),
(560, 1215487856, 3, 2, 0, -1062731400, 0, 0, 6, 0),
(561, 1215487866, 3, 2, 13, 417884248, 0, 0, 6, 0),
(562, 1215487879, 3, 2, 67, 1477390457, 0, 0, 6, 0),
(563, 1215487891, 2, 3, 153, -893787887, 0, 0, 2, 15),
(564, 1215487903, 4, 2, 185, 1507668154, 0, 0, 7, 0),
(565, 1215487904, 3, 2, 48, -558580690, 0, 0, 6, 0),
(566, 1215487906, 2, 2, 102, -1021528982, 0, 0, 7, 0),
(567, 1215487906, 2, 2, 185, -642861454, 0, 0, 7, 0),
(568, 1215487909, 3, 2, 67, 1474096301, 1, 3, 6, 0),
(569, 1215487910, 3, 2, 185, 1358922414, 0, 0, 6, 0),
(570, 1215487914, 2, 4, 185, -1022479300, 0, 0, 0, 0),
(571, 1215487919, 2, 2, 222, 1506873390, 0, 0, 6, 0),
(572, 1215487919, 5, 4, 0, -1408098617, 0, 0, 0, 0),
(573, 1215487921, 3, 2, 61, 702353657, 0, 0, 6, 0),
(574, 1215487925, 2, 2, 0, -1062727489, 1, 4, 6, 0),
(575, 1215487926, 3, 2, 185, 1437434360, 1, 2, 6, 0),
(576, 1215487943, 2, 2, 103, 2098339602, 0, 0, 7, 0),
(577, 1215487943, 1, 2, 88, 1295100247, 0, 0, 6, 0),
(578, 1215487987, 2, 2, 48, -572681549, 0, 0, 7, 0),
(579, 1215487995, 2, 2, 67, 1476624377, 0, 0, 7, 0),
(580, 1215487998, 3, 2, 0, 183829120, 1, 2, 6, 0),
(581, 1215488000, 3, 2, 48, 976693192, 0, 0, 6, 0),
(582, 1215488013, 5, 2, 77, 1453610683, 0, 0, 7, 0),
(583, 1215488031, 4, 2, 225, 1094151871, 0, 0, 7, 0),
(584, 1215488041, 4, 2, 225, 1094151829, 0, 0, 7, 0),
(585, 1215488043, 2, 3, 185, 1475942235, 0, 0, 2, 11),
(586, 1215488048, 2, 2, 77, 1451968962, 0, 0, 7, 0),
(587, 1215488054, 3, 2, 103, 2057551028, 0, 0, 6, 0),
(588, 1215488058, 3, 2, 56, 1413089147, 0, 0, 6, 0),
(589, 1215488059, 2, 2, 185, 1334572925, 0, 0, 7, 0),
(590, 1215488060, 2, 2, 161, 1448312618, 0, 0, 7, 0),
(591, 1215488063, 2, 2, 67, -645989727, 0, 0, 7, 0),
(592, 1215488069, 3, 2, 179, 1441821609, 0, 0, 6, 0),
(593, 1215488071, 2, 2, 99, 1384375528, 0, 0, 7, 0),
(594, 1215488072, 2, 2, 102, 1430323886, 0, 0, 7, 0),
(595, 1215488083, 2, 2, 185, 1565544298, 0, 0, 7, 0),
(596, 1215488089, 3, 2, 185, -1039618381, 1, 2, 6, 0),
(597, 1215488103, 3, 2, 239, 1347464514, 1, 2, 6, 0),
(598, 1215488103, 5, 2, 99, 1430400480, 0, 0, 7, 0),
(599, 1215488117, 3, 2, 134, -993074817, 0, 0, 6, 0),
(600, 1215488165, 3, 2, 152, -913562135, 0, 0, 6, 0),
(601, 1215488165, 5, 3, 56, -639533947, 0, 0, 2, 15),
(602, 1215488219, 2, 3, 99, -709728006, 0, 0, 2, 15),
(603, 1215488222, 3, 2, 185, 1475465202, 1, 2, 6, 0),
(604, 1215488225, 3, 2, 67, 1395487994, 0, 0, 6, 0),
(605, 1215488234, 2, 3, 55, 1482957316, 0, 0, 2, 15),
(606, 1215488282, 3, 2, 43, 1404368927, 0, 0, 6, 0),
(607, 1215488285, 5, 2, 4, 1399830874, 0, 0, 7, 0),
(608, 1215488291, 2, 2, 191, 1441216853, 0, 0, 7, 0),
(609, 1215488298, 2, 2, 48, 2071098703, 0, 0, 7, 0),
(610, 1215488298, 3, 2, 185, -711773709, 1, 5, 6, 0),
(611, 1215488299, 2, 2, 108, 1460130407, 0, 0, 7, 0),
(612, 1215488301, 2, 2, 225, -1399736980, 1, 4, 6, 0),
(613, 1215488326, 5, 3, 185, 1507768834, 0, 0, 2, 11),
(614, 1215488331, 2, 2, 48, 2031849260, 0, 0, 7, 0),
(615, 1215488353, 3, 2, 67, 1396446870, 0, 0, 6, 0),
(616, 1215488367, 2, 2, 67, 1043971838, 0, 0, 7, 0),
(617, 1215488367, 2, 2, 185, -728227411, 0, 0, 7, 0),
(618, 1215488389, 3, 2, 103, -879655229, 1, 2, 6, 0),
(619, 1215488390, 5, 4, 106, 1502652427, 0, 0, 0, 0),
(620, 1215488396, 5, 4, 0, -1062730492, 0, 0, 0, 0),
(621, 1215488422, 1, 2, 222, 1389329802, 1, 2, 5, 1),
(622, 1215488458, 3, 2, 67, 1436262255, 0, 0, 6, 0),
(623, 1215488462, 2, 4, 222, 1550909724, 0, 0, 0, 0),
(624, 1215488485, 2, 2, 102, -2075903007, 1, 9, 7, 0),
(625, 1215488492, 5, 2, 77, 1453754179, 0, 0, 7, 0),
(626, 1215488493, 2, 3, 99, 1384351890, 0, 0, 2, 15),
(627, 1215488512, 3, 2, 15, -710786380, 0, 0, 6, 0),
(628, 1215488514, 2, 1, 185, 1310544775, 0, 0, 9, 50),
(629, 1215488523, 2, 4, 225, -865585165, 0, 0, 0, 0),
(630, 1215488533, 3, 2, 100, 2033484114, 1, 2, 6, 0),
(631, 1215488540, 2, 2, 67, 1394851578, 1, 4, 6, 0),
(632, 1215488547, 3, 2, 99, -1034405118, 0, 0, 6, 0),
(633, 1215488548, 2, 2, 77, 1443343426, 0, 0, 7, 0),
(634, 1215488550, 2, 1, 185, -735296186, 0, 0, 9, 50),
(635, 1215488564, 3, 2, 99, -735545878, 1, 2, 6, 0),
(636, 1215488569, 2, 2, 122, 1489799682, 0, 0, 7, 0),
(637, 1215488588, 3, 2, 74, -1040028113, 0, 0, 6, 0),
(638, 1215488590, 2, 2, 67, 1474099178, 0, 0, 7, 0),
(639, 1215488591, 2, 3, 99, -732167283, 0, 0, 2, 15),
(640, 1215488596, 3, 2, 99, -704789462, 0, 0, 6, 0),
(641, 1215488613, 1, 2, 185, -1016009200, 1, 3, 5, 1),
(642, 1215488623, 3, 2, 56, -1013852415, 0, 0, 6, 0),
(643, 1215488632, 2, 2, 103, 2079265446, 0, 0, 7, 0),
(644, 1215488642, 3, 2, 210, 984983457, 0, 0, 6, 0),
(645, 1215488652, 2, 2, 185, 1360737775, 0, 0, 7, 0),
(646, 1215488662, 2, 2, 67, 1386133849, 0, 0, 7, 0),
(647, 1215488671, 4, 2, 161, -1030266123, 0, 0, 6, 0),
(648, 1215488688, 3, 2, 185, -1022480134, 0, 0, 6, 0),
(649, 1215488704, 3, 2, 222, 1334298639, 0, 0, 6, 0),
(650, 1215488713, 2, 2, 108, 1461235983, 0, 0, 6, 0),
(651, 1215488721, 3, 2, 103, 1001574659, 1, 2, 6, 0),
(652, 1215488747, 3, 2, 48, 1000044542, 0, 0, 6, 0),
(653, 1215488749, 3, 2, 103, 1039532270, 0, 0, 6, 0),
(654, 1215488759, 2, 2, 185, 1482052434, 0, 0, 7, 0),
(655, 1215488771, 2, 1, 222, 1534858770, 0, 0, 9, 26),
(656, 1215488785, 2, 1, 0, 1570349773, 0, 0, 9, 51),
(657, 1215488790, 3, 2, 77, 1375930423, 0, 0, 6, 0),
(658, 1215488801, 5, 2, 0, 167772951, 0, 0, 7, 0),
(659, 1215488811, 3, 2, 153, -614623230, 1, 2, 6, 0),
(660, 1215488816, 2, 2, 99, 1348627461, 0, 0, 6, 0),
(661, 1215488820, 3, 2, 0, -1407673205, 0, 0, 6, 0),
(662, 1215488851, 2, 2, 67, 1477324749, 0, 0, 7, 0),
(663, 1215488862, 2, 2, 185, 1435292213, 0, 0, 7, 0),
(664, 1215488875, 3, 2, 239, 1507350150, 1, 2, 6, 0),
(665, 1215488877, 2, 4, 102, -1054506547, 0, 0, 0, 0),
(666, 1215488887, 2, 2, 56, 1418374213, 0, 0, 7, 0),
(667, 1215488889, 2, 3, 0, -1407669432, 0, 0, 2, 14),
(668, 1215488897, 2, 2, 56, 1055127150, 0, 0, 7, 0),
(669, 1215488908, 2, 3, 15, 1299536637, 0, 0, 2, 15),
(670, 1215488928, 2, 2, 67, 1424504433, 0, 0, 7, 0),
(671, 1215488941, 3, 2, 56, 1413318378, 0, 0, 6, 0),
(672, 1215488950, 2, 4, 103, 1001573382, 0, 0, 0, 0),
(673, 1215488962, 3, 2, 56, 1464734195, 0, 0, 6, 0),
(674, 1215488962, 3, 2, 185, 1509519758, 0, 0, 6, 0),
(675, 1215488973, 2, 2, 16, 1027930843, 0, 0, 7, 0),
(676, 1215488991, 2, 4, 185, 1522326119, 0, 0, 0, 0),
(677, 1215489013, 3, 2, 210, 2088248046, 0, 0, 6, 0),
(678, 1215489025, 3, 2, 67, 1414352951, 0, 0, 6, 0),
(679, 1215489030, 3, 2, 56, 1312058465, 0, 0, 6, 0),
(680, 1215489033, 3, 2, 56, -724917382, 0, 0, 6, 0),
(681, 1215489054, 5, 1, 210, -900000819, 0, 0, 9, 50),
(682, 1215489054, 3, 2, 136, 1495887905, 0, 0, 6, 0),
(683, 1215489061, 3, 2, 63, -719069512, 0, 0, 6, 0),
(684, 1215489070, 2, 2, 67, 1474024254, 0, 0, 7, 0),
(685, 1215489075, 2, 3, 63, 1360656392, 0, 0, 2, 15),
(686, 1215489090, 3, 2, 103, 1001682496, 0, 0, 6, 0),
(687, 1215489092, 2, 2, 106, 1425090155, 0, 0, 7, 0),
(688, 1215489095, 2, 2, 67, 1404359253, 1, 3, 6, 0),
(689, 1215489108, 3, 2, 134, -993107806, 0, 0, 6, 0),
(690, 1215489111, 5, 4, 185, 1318825830, 0, 0, 0, 0),
(691, 1215489131, 3, 2, 56, 1464771861, 0, 0, 6, 0),
(692, 1215489135, 2, 2, 233, 2064811492, 0, 0, 6, 0),
(693, 1215489140, 2, 1, 185, 1311101726, 0, 0, 9, 51),
(694, 1215489145, 3, 2, 99, 1409403741, 0, 0, 6, 0),
(695, 1215489173, 5, 2, 222, -1038239388, 0, 0, 6, 0),
(696, 1215489196, 2, 3, 0, -1062731261, 0, 0, 2, 15),
(697, 1215489199, 3, 2, 185, -641371863, 0, 0, 6, 0),
(698, 1215489204, 2, 3, 0, -1062731496, 0, 0, 2, 13),
(699, 1215489205, 2, 1, 0, -1062703090, 0, 0, 9, 25),
(700, 1215489209, 2, 4, 15, 1051912538, 0, 0, 0, 0),
(701, 1215489213, 3, 2, 67, 1386182569, 0, 0, 6, 0),
(702, 1215489214, 2, 4, 99, -1018810287, 0, 0, 0, 0),
(703, 1215489220, 2, 2, 67, 1429970129, 0, 0, 7, 0),
(704, 1215489221, 1, 2, 56, 1494157186, 1, 2, 6, 0),
(705, 1215489232, 2, 2, 56, 1437599647, 0, 0, 7, 0),
(706, 1215489240, 3, 2, 185, 1333661621, 1, 4, 6, 0),
(707, 1215489240, 2, 3, 99, 1348684465, 0, 0, 2, 15),
(708, 1215489247, 2, 1, 185, -726656119, 0, 0, 9, 26),
(709, 1215489266, 2, 2, 67, 1334951150, 0, 0, 7, 0),
(710, 1215489276, 2, 3, 174, -1036644038, 0, 0, 2, 15),
(711, 1215489279, 3, 2, 185, 1388801538, 0, 0, 6, 0),
(712, 1215489306, 2, 1, 222, -1023153013, 0, 0, 9, 51),
(713, 1215489311, 2, 4, 185, 1505686116, 0, 0, 0, 0),
